slug,title,url,review_tier,description_rank_SHARED_TIES,WebMCP Leverage,Execution,Potential Impact,Creativity & Ambition,description_score_out_of_100_NOT_OFFICIAL,strengths,weaknesses,WebMCP Leverage rationale,Execution rationale,Potential Impact rationale,Creativity & Ambition rationale,verdict,confidence,disposition,scorecard,evidence_quotes,prior_source_review,original_top10_rank,date_policy,repository_links,video_links,reconciled_score_out_of_100_NOT_OFFICIAL,reconciled_L_E_I_C,comparative_reassessment
deputy,Deputy,https://devpost.com/software/deputy,individual AI review of complete saved public description; no new runtime verification,11,9,8.5,8.5,9,87.5,Changing tool version or arguments invalidates the WebAuthn approval. | The description explicitly declines to infer idempotence from a single demonstration.,"Real billing/CRM connectors and verified agent identity are future work; a hash-chained log does not authenticate a self-asserted caller. | Quarantine envelopes do not guarantee model instruction isolation, and the backend's BYPASSRLS role makes server authorization especially important.","Demonstrated semantic actions become typed tools, while exact-argument passkey approval dynamically grants one-use commit capability.","Canonical hashing, origin guards, durable storage and virtual-authenticator end-to-end tests provide specific evidence for the core security workflow.",Addressing agent-forged page approval is a broadly relevant infrastructure problem with a concrete stronger boundary.,Combining demonstration-derived capabilities with cryptographically bound execution authority is unusually distinctive and coherent.,"One of the strongest descriptions in this batch: a concrete answer to approval forgery paired with capability synthesis. The current result is security infrastructure over bounded actions, not verified arbitrary production delegation.",medium,contender,review/broad/scorecards/deputy.md,a Playwright end-to-end test with a virtual authenticator | Real connectors behind the trusted ActionRegistry,prior source inventory and live snapshot; targeted inspection depth varies,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/priteshvirat24/Deputy,https://www.youtube.com/embed/88hHvqEBuzw?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent,73.75,8 / 5.5 / 7.5 / 8.5,Substantial source-level downgrade from the description-only assessment. The authorization endpoint stores caller-supplied records whose schema permits AUTHORIZED without a passkey assertion; the inspected verifier checks status/digest/expiry but not the assertion. This undermines the mandatory exact-action passkey guarantee in the saved snapshot. It is not a live exploit finding; deployment restrictions or later fixes could change exposure. See QUALITY-AUDIT.md.
field-assist,Field Assist,https://devpost.com/software/field-assist,individual AI review of complete saved public description; no new runtime verification,11,9,8.5,8.5,9,87.5,"Device identity, actionable control and tracking are treated as separate problems. | Markers are suppressed when geometry becomes unreliable.",TURN support and persistent multi-instance state remain future work. | Camera information sent to a vision-capable agent needs a privacy boundary separate from the application's no-recording server claim.,"Versioned scene, questions and spatial-guidance tools coordinate an agent and two humans in one live session.","Real two-device sessions, tracking-loss suppression and backend-authoritative delivery provide concrete execution evidence.",Precise remote guidance could reduce physical support errors across many practical tasks.,Object-relative browser guidance with explicit identity and tracking boundaries is highly distinctive.,"A leading candidate with an unusually concrete live physical-support workflow, meaningful failure handling and clear next reliability limits.",high,contender,review/broad/scorecards/field-assist.md,"When geometry becomes unsafe, Field Assist suppresses the marker | Mutating tools call the same authenticated Go handlers as the human controls and must include the current contextVersion.",prior source inventory and live snapshot; targeted inspection depth varies,7,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/DonaldMurillo/field-assist-webmcp,https://www.youtube.com/embed/Dm86Ycr2o_I?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent,85,9 / 8 / 8 / 9,"Retained at the boundary for its distinctive two-device remote-assistance workflow, separate device/control identity, receipts and marker suppression. Tracking robustness is not characterized sufficiently for a higher execution estimate, and TURN plus durable multi-instance state are future work. No camera or two-device test was performed here. Model-visible camera information has a different privacy boundary from the server's no-recording claim."
groundplan,Groundplan,https://devpost.com/software/groundplan,individual AI review of complete saved public description; no new runtime verification,11,9,8.5,8.5,9,87.5,Each mutation reports resolved and introduced findings in the same response. | Source-area checks expose mismatches instead of silently trusting a traced plan.,"A 50 mm raster, circular mobility model and simplified rules cannot capture all real accessibility requirements. | Approval is configurable: designated destructive edits still require approval when the switch is off, but not every mutation is necessarily gated. Dynamic tool withdrawal and UI approval do not block every other browser-automation channel.","Live geometry measurements, route visualization and human-reviewed batches create a rich shared problem-solving loop.","Specific measurement defects, lifecycle repairs and adversarial tool tests demonstrate substantial execution depth.","Accessibility screening could aid households and professionals, but modeled geometry is not certification of a real home.",Showing exactly where a mobility-sized path stops makes quantitative agent analysis unusually tangible.,"A leading practical geometry collaboration tool with strong failure-driven engineering, best treated as transparent screening rather than professional accessibility certification.",high,contender,review/broad/scorecards/groundplan.md,Rasterise the plan at 50 mm | Every mutation reports its effect on the findings,prior source inventory and live snapshot; targeted inspection depth varies,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/Ghettosaint/groundplan,https://www.youtube.com/embed/wkLYmq0efhQ?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent,86.25,9 / 8.5 / 8 / 9,"Promoted from the old shortlist. It identifies where a mobility-sized route stops, reports resolved and introduced findings, and describes specific measurement/lifecycle defects and fixes. The 50 mm raster, circular body and simplified standards limit practical conclusions. Approval is configurable, and matching printed area does not prove accurate topology or doorway dimensions."
guild-9phql5,Guild,https://devpost.com/software/guild-9phql5,individual AI review of complete saved public description; no new runtime verification,11,9,8.5,8.5,9,87.5,Leases and attempt fencing reject late writes after cancellation or reassignment. | Reported checks and reachable links remain distinct from independently verified implementation evidence.,"Current Workers modify canvas artifacts, not repositories through the proposed consent-based execution workflow. | A macOS runner plus authenticated local clients creates meaningful onboarding and operational complexity.","Native browser tools coordinate shared artifacts, local workers and exact visual feedback in one persistent workspace.",A complete six-role revision scenario and production concurrency checks support substantial multi-system execution.,"Could reduce fragmentation in AI-assisted software planning, though runner setup and missing repository execution constrain adoption.","Combining multiplayer design, scoped worker jobs and immutable review artifacts is unusually ambitious.","A leading collaboration platform with deep scoped-execution and review design, while its actual delivered scope remains project artifacts rather than repository implementation.",high,contender,review/broad/scorecards/guild-9phql5.md,"Today, Guild Workers create and modify Guild canvas artifacts. | Out-of-order or stale updates cannot overwrite newer state.",description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/AvichalDwivedi2205/guild,https://www.youtube.com/embed/ZiHCxt4vyX8?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent,80,8 / 8.5 / 7.5 / 8,"Strong engineering, outside the final ten on current scope. Multiplayer state, scoped workers, leases and immutable review are concrete. Today's workers create canvas artifacts, not repository implementations; worktrees, captured tests and repository integration approval are future work. Reachable links are not verified implementation, and a macOS runner plus authenticated local clients increases onboarding cost."
living-evidence,Living Evidence,https://devpost.com/software/living-evidence,individual AI review of complete saved public description; no new runtime verification,11,9,8.5,8.5,9,87.5,"Approval, arithmetic agreement, rule success and scientific truth remain distinct states. | The description reports zero completed benchmark comparisons and concrete provenance missingness.","The exemplar's dependent records lack covariance modeling and primary-source checks. | Workspace, Atlas and the planned versioned research lifecycle are not yet one integrated evidence system.",Agents compose deterministic analyses and challenge registered rules inside the same scientific document with versioned evidence and human admission.,"Native integration, numerical reference checks, hostile imports and exact-byte offline receipts provide unusually specific execution evidence.","Reducing reconstruction and provenance work is strongly matched to research practice, without demonstrated speed or accuracy gains yet.",Executable claim rules with explicit epistemic limits are an unusually coherent vision for agent-readable scientific publishing.,"A leading scientific-workflow contender with unusually honest scope. Primary-source verification, dependent-effect methods and an integrated project lifecycle would most improve it.",high,contender,review/broad/scorecards/living-evidence.md,primary reports checked: 0/19 | its workspace and Atlas do not share a live evidence base,prior source inventory and live snapshot; targeted inspection depth varies,9,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/microckey/living-evidence,https://www.youtube.com/embed/fjuumUvfH1E?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent,86.25,9 / 8.5 / 8 / 9,"Remains competitive after recalibration. Shared executable claims, deterministic routines, exact-byte receipts and explicit missingness create a distinctive scientific document. Primary-source checks are absent, dependent records lack covariance modeling, and the wider research lifecycle is not integrated. The prior click timeout remains inconclusive rather than proof the scientific routines fail; impact is reduced to reflect these substantive limits."
paradox-qzsn3g,Paradox,https://devpost.com/software/paradox-qzsn3g,individual AI review of complete saved public description; no new runtime verification,11,9,8.5,8.5,9,87.5,Replays the exact counterexample and explicitly limits zero findings to the explored model.,"Automatic read/write models can miss semantic behavior, and terminal-state checks may omit transient invariant violations.",Recorded human/tool interleavings and dynamic repair surfaces target a problem created by shared WebMCP state.,"Concrete bounded schedules, minimized replay and reported native non-scripted values support substantial execution.","Developers need reproducible stale-belief failures, with broader hazard classes and CI adoption still future work.",A bounded model-checking workflow specifically for human-agent concurrency is highly distinctive.,A leading developer-tool concept with concrete bounded verification. Testing diverse application contracts and intermediate-state invariants would strengthen its generality.,medium,contender,review/broad/scorecards/paradox-qzsn3g.md,invariant evaluation at terminal states | zero findings means none survived the explored model,prior source inventory and live snapshot; targeted inspection depth varies,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/Joe-Simo/paradox-webmcp,https://www.youtube.com/embed/mBkLOa7VWFw?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent,80,8.5 / 7.5 / 7.5 / 8.5,"Useful bounded model checking, but Interleave provides a more concrete applied regression workflow. Inspected source evaluates violations at terminal states despite broader every-reached-state language. Automatic models can miss semantics; zero findings is bounded to the model, and repair is a constrained version guard rather than arbitrary synthesis."
spatialize,Spatialize,https://devpost.com/software/spatialize,individual AI review of complete saved public description; no new runtime verification,11,9,8.5,8.5,9,87.5,Unknown measurements stay unknown; a rename cannot smuggle unrelated geometry into an approved scene.,Coherence validation cannot verify the building; venue accounts and multi-floor routing remain future work.,"Computed clearance, closure simulations, durable disputes, and proposal-only writes create unusually substantive agent collaboration.","Server-applied minimal mutations, uncertainty fixes, hydration recovery, and reported browser tests are highly concrete.",Venue-specific access questions and preserved visitor reports address an important information gap with explicit limits.,Body-specific thresholds and disagreement that cannot be erased form an unusually thoughtful accessibility workflow.,"A leading description-based candidate for combining precise tools, accountable review, and honest uncertainty.",high,contender,review/broad/scorecards/spatialize.md,"validated"" here means coherent, never verified on site | Venue accounts instead of a shared reviewer token.",description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/N-45div/Spatialize,https://www.youtube.com/embed/pohz5LGhHXs?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent,86.25,9 / 8.5 / 8 / 9,"New leading contender. Body-specific clearance questions, durable disputes and narrowly applied server mutations provide a distinctive accessibility workflow. UNKNOWN measurements stay unknown and renames cannot carry unrelated geometry changes. Model coherence does not verify the real building; venue accounts, multi-floor routing and operational adoption remain incomplete."
swagger-ui-webmcp,Swagger UI WebMCP,https://devpost.com/software/swagger-ui-webmcp,individual AI review of complete saved public description; no new runtime verification,11,9,8.5,8.5,9,87.5,"Agent requests use the same interceptors, credentials, server selection and response panel as Try it out. | Publisher, deployment and session restrictions cannot loosen one another.",Client annotations signal confirmation but do not themselves enforce human authorization. | Evidence gap: multi-step batches are prechecked but transactional rollback and mid-batch policy changes are not established.,Derives tools from resolved OpenAPI while inheriting the live Swagger request pipeline and enforcing one call-time policy lattice.,"Schema filtering, advertised-tool caps and shared direct/generic/batch authorization are described with specific regressions.",An existing documentation ecosystem and one-import integration offer a persuasive practical adoption path.,Four tighten-only authority sources and session-scoped API operation form an unusually reusable design.,"One of the strongest reusable WebMCP integration accounts, combining distribution plausibility with careful live-state authorization.",high,contender,review/broad/scorecards/swagger-ui-webmcp.md,every source may only tighten. | all funnel through one authorize function evaluated at call time against live state,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/alliecatowo/openapi-web-mcp,https://www.youtube.com/embed/BVMel5ppiGA?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent,82.5,8.5 / 8 / 8.5 / 8,"Strong adoption-oriented alternate: resolved OpenAPI feeds the live Swagger request pipeline and shared call-time policy applies to direct, generic and batch paths. It is a skillful reusable integration, not unprecedented authority design. Annotations are advisory, batch preflight is not a transaction, secret-name filtering is incomplete, and download counts are not production adoption."
intent-8tpn1v,Intent,https://devpost.com/software/intent-8tpn1v,individual AI review of complete saved public description; no new runtime verification,19,9.5,8.5,8,8.5,86.25,"Refresh restores useful context without restoring authority. | Live variant identity, availability and price are rechecked immediately before handoff.","Agent identity binding and merchant-verifiable signed mandates remain future work; this is a cart handoff, not payment authorization.",Bounded human waits and ephemeral exact-scope tools make approval part of the active shared transaction.,Worker revalidation and atomic Durable Object lease consumption provide concrete enforcement beyond the browser schema.,Live multi-merchant comparison with reviewed checkout handoff addresses a real purchasing workflow.,Transient capability authority is unusually well connected to commerce state and recovery.,A leading authority-lifecycle candidate with a credible live-commerce boundary. Identity binding and wider merchant failure cases would most strengthen it.,high,contender,review/broad/scorecards/intent-8tpn1v.md,A Durable Object issues and atomically consumes the one use lease. | Intent never receives payment credentials and never submits payment.,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/gowtham0992/intent,https://www.youtube.com/embed/GJdAUbHQP2g?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
tracelayer-e1xf5t,Tracelayer,https://devpost.com/software/tracelayer-e1xf5t,individual AI review of complete saved public description; no new runtime verification,19,9.5,8.5,8,8.5,86.25,"Separates agent proposal, human authorization and system execution. | Preserves raw events while superseding mistaken interpretations.",Security telemetry and action effects are simulated; production integration and deployment trust require later review.,Stage-dependent tools and fresh proposal-bound WebAuthn distinguish capability from authority.,"Detailed replay, revision and user-isolation tests support the described architecture.",Reusable high-consequence authorization pattern has strong practical relevance.,Human organizational context changes the investigation before verified authorization.,Leading authority-design contender; real system integration is the main gap rather than basic approval mechanics.,high,contender,review/broad/scorecards/tracelayer-e1xf5t.md,a fresh WebAuthn user-verification ceremony | The authorization flow is real.,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,,https://www.youtube.com/embed/jRPiMsJNt2Q?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
agentic-service-dispatch,Agentic Service Dispatch,https://devpost.com/software/agentic-service-dispatch,individual AI review of complete saved public description; no new runtime verification,21,9.5,8.5,7.5,9,86.25,"Explains a post-commit browser error and the resulting next-task revocation design. | Rejects stale, changed, expired and replayed approval use.","No authenticated approvers, database or real business integration exist in the prototype. | Registry removal is not claimed to be atomic; production needs transactional authority storage.","Exact-draft approval creates and then revokes a temporary tool, exploiting native capability lifetime directly.","Hash binding, generation checks and separated native versus adapter evidence are exceptionally specific.","Service coordination has credible firsthand fit, though all operational data and writes are fictional.",Inspectable temporary authority with settlement-aware revocation is unusually well-realized.,A leading WebMCP lifecycle entry with unusually disciplined evidence boundaries. A transactional backend and real service pilot are the main bridge to operational impact.,high,contender,review/broad/scorecards/agentic-service-dispatch.md,"Five prepare. Human approval creates tool 6; use removes it. | The prototype has no database, authentication, external business integration, or real operational write.",description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/tandttakumi/agentic-service-dispatch/blob/main/docs/real-agent-verification.md; https://github.com/tandttakumi/agentic-service-dispatch; https://github.com/tandttakumi/agentic-service-dispatch/actions,https://www.youtube.com/embed/UZaS9vG9Mkw?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
repo-board,Repo Board,https://devpost.com/software/repo-board,individual AI review of complete saved public description; no new runtime verification,22,9,9,8.5,8,86.25,"The Durable Object independently validates authorization, revisions and workflow transitions. | Ownership survives disconnects without silently transferring work to another agent.",One repository and one pull request per task limit complex projects; GitHub Issues and native agent telemetry are not synchronized.,"Dynamic task tools, durable tab ownership and server-side fencing make agent collaboration load-bearing.","Real signed-in GitHub lifecycle, webhook merge completion and focused concurrency tests provide strong execution evidence.",Avoiding duplicate agent work and connecting plans to pull requests addresses a recurring team need.,Explicit non-expiring ownership and human takeover are thoughtful coordination innovations.,One of the strongest descriptions: concrete real-service integration combines meaningful native capability lifecycle with robust ownership and reconciliation.,high,contender,review/broad/scorecards/repo-board.md,The first valid claim wins. | No serialized state path remains open across an external request.,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/zac/webmcp-repo-board,https://www.youtube.com/embed/E9pPk2SuGxw?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
formproof,FormProof,https://devpost.com/software/formproof,individual AI review of complete saved public description; no new runtime verification,23,9,9,8,8.5,86.25,Atomic staging rejects an entire invalid batch without advancing state. | Human corrections lock fields and invalidate stale review artifacts.,Structural PDF inspection does not verify signer identity or certificate trust. | Independent renderer and screen-reader validation remain future work.,"Document-bound tools expose PDF semantics, evidence and staging while withholding approval and export.","Separated model, native-browser and deterministic evaluations substantiate detailed consent and revision controls.","Protected PDF preparation is a real need, with explicit limits around signatures and rendering fidelity.","Source-bound fill packages, correction locks and policy-dependent outputs are unusually thoughtful.","A leading document-workflow entry with strong native evidence, precise protection boundaries and honest separation of different validation methods.",high,contender,review/broad/scorecards/formproof.md,"A correction locks the field against later staging. | 17/18 overall result, 3/3 on safety tasks",description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/Caleb0796/formproof-webmcp,https://www.youtube.com/embed/2iOTurA7E3E?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
